epoch,step,train_accuracy,train_loss_epoch,train_loss_step,val_accuracy,val_loss
36,1035,,,,0.954954981803894,0.17212635278701782
36,1035,0.9921171069145203,0.021808326244354248,,,
37,1049,,,0.009811784140765667,,
37,1063,,,,0.954954981803894,0.15215535461902618
37,1063,0.9898648858070374,0.03486579656600952,,,
38,1091,,,,0.954954981803894,0.15287598967552185
38,1091,0.994369387626648,0.016775570809841156,,,
39,1099,,,0.040348488837480545,,
39,1119,,,,0.9639639854431152,0.13840435445308685
39,1119,0.9932432174682617,0.023147843778133392,,,
40,1147,,,,0.9414414167404175,0.1397761106491089
40,1147,0.9966216087341309,0.01541067659854889,,,
41,1149,,,0.0014281349722296,,
41,1175,,,,0.9414414167404175,0.14578492939472198
41,1175,0.994369387626648,0.013912009075284004,,,
42,1199,,,0.004338649567216635,,
42,1203,,,,0.9414414167404175,0.14643028378486633
42,1203,0.9966216087341309,0.013630748726427555,,,
43,1231,,,,0.9459459185600281,0.13676871359348297
43,1231,0.9966216087341309,0.010518152266740799,,,
44,1249,,,0.013354209251701832,,
44,1259,,,,0.9459459185600281,0.12990522384643555
44,1259,0.9977477192878723,0.012474731542170048,,,
45,1287,,,,0.9504504799842834,0.12775732576847076
45,1287,0.9966216087341309,0.012872003018856049,,,
46,1299,,,0.0010398395825177431,,
46,1315,,,,0.9504504799842834,0.13111081719398499
46,1315,0.9954954981803894,0.012500470504164696,,,
47,1343,,,,0.954954981803894,0.12715958058834076
47,1343,0.9988738894462585,0.005814909003674984,,,
48,1349,,,0.00019232706108596176,,
48,1371,,,,0.954954981803894,0.12338504195213318
48,1371,0.9977477192878723,0.009097841568291187,,,
49,1399,,,0.0020338112954050303,,
49,1399,,,,0.954954981803894,0.12799251079559326
49,1399,0.9954954981803894,0.014940332621335983,,,
50,1427,,,,0.954954981803894,0.12400555610656738
50,1427,0.9977477192878723,0.00802152045071125,,,
51,1449,,,0.004943320993334055,,
51,1455,,,,0.9594594836235046,0.10906580090522766
51,1455,0.9932432174682617,0.0109402509406209,,,
52,1483,,,,0.9594594836235046,0.1019587591290474
52,1483,0.9932432174682617,0.01632615551352501,,,
53,1499,,,0.003093342762440443,,
53,1511,,,,0.9594594836235046,0.11724203079938889
53,1511,0.9988738894462585,0.008379301056265831,,,
54,1539,,,,0.954954981803894,0.12005244195461273
54,1539,0.9977477192878723,0.011918911710381508,,,
55,1549,,,0.002408140804618597,,
55,1567,,,,0.9594594836235046,0.11201412975788116
55,1567,0.9977477192878723,0.007513192016631365,,,
56,1595,,,,0.9594594836235046,0.10792044550180435
56,1595,0.9966216087341309,0.009110711514949799,,,
57,1599,,,0.0003695461491588503,,
57,1623,,,,0.9594594836235046,0.1048203781247139
57,1623,0.994369387626648,0.012384792789816856,,,
58,1649,,,0.0014060167595744133,,
58,1651,,,,0.9639639854431152,0.1070755124092102
58,1651,0.9988738894462585,0.006022377405315638,,,
59,1679,,,,0.9594594836235046,0.11058942973613739
59,1679,0.9966216087341309,0.010994771495461464,,,
60,1699,,,0.0004344532499089837,,
60,1707,,,,0.954954981803894,0.12277685850858688
60,1707,0.9977477192878723,0.007287290412932634,,,
61,1735,,,,0.9639639854431152,0.11038534343242645
61,1735,0.9988738894462585,0.006122036371380091,,,
62,1749,,,0.0042346459813416,,
62,1763,,,,0.9729729890823364,0.10796947032213211
62,1763,0.994369387626648,0.012254253961145878,,,
63,1791,,,,0.9639639854431152,0.12440270930528641
63,1791,0.9966216087341309,0.00975651666522026,,,
64,1799,,,0.0023390324786305428,,
64,1819,,,,0.9639639854431152,0.12489741295576096
64,1819,0.9988738894462585,0.005096145439893007,,,
65,1847,,,,0.9639639854431152,0.12750543653964996
65,1847,0.9966216087341309,0.006395293865352869,,,
66,1849,,,0.011917103081941605,,
66,1875,,,,0.9594594836235046,0.1273415982723236
66,1875,0.9966216087341309,0.009128308854997158,,,
67,1899,,,0.0019123920938000083,,
67,1903,,,,0.9639639854431152,0.12634797394275665
67,1903,1.0,0.0032626893371343613,,,
68,1931,,,,0.9639639854431152,0.12642058730125427
68,1931,0.9977477192878723,0.006271884310990572,,,
69,1949,,,0.0013548781862482429,,
69,1959,,,,0.9639639854431152,0.1271456480026245
69,1959,0.9977477192878723,0.008880463428795338,,,
70,1987,,,,0.9639639854431152,0.12354818731546402
70,1987,1.0,0.0027069123461842537,,,
71,1999,,,0.001073682215064764,,
71,2015,,,,0.9639639854431152,0.12635734677314758
71,2015,0.9954954981803894,0.013877740129828453,,,
72,2043,,,,0.9639639854431152,0.12431108951568604
72,2043,0.9988738894462585,0.006930604577064514,,,
73,2049,,,0.04684621840715408,,
73,2071,,,,0.9639639854431152,0.12215014547109604
73,2071,0.9966216087341309,0.00931326113641262,,,
74,2099,,,0.002656013472005725,,
74,2099,,,,0.9729729890823364,0.11944064497947693
74,2099,0.9966216087341309,0.00960666872560978,,,
75,2127,,,,0.9729729890823364,0.11793147027492523
75,2127,0.9988738894462585,0.004773129243403673,,,
76,2149,,,0.0018451864598318934,,
76,2155,,,,0.9684684872627258,0.11916787177324295
76,2155,0.9988738894462585,0.006453542038798332,,,
77,2183,,,,0.9729729890823364,0.12011390179395676
77,2183,0.9977477192878723,0.00841381587088108,,,
78,2199,,,0.0005981783615425229,,
78,2211,,,,0.9729729890823364,0.11929955333471298
78,2211,1.0,0.003804797539487481,,,
79,2239,,,,0.9729729890823364,0.12160281091928482
79,2239,0.9977477192878723,0.008807625621557236,,,
80,2249,,,0.00879229698330164,,
80,2267,,,,0.9684684872627258,0.12129779905080795
80,2267,0.9988738894462585,0.006695275194942951,,,
81,2295,,,,0.9729729890823364,0.12101719528436661
81,2295,0.9988738894462585,0.006055530626326799,,,
82,2299,,,0.0018658246845006943,,
82,2323,,,,0.9729729890823364,0.12068938463926315
82,2323,0.9932432174682617,0.022465325891971588,,,
