epoch,step,train_accuracy,train_loss_epoch,train_loss_step,val_accuracy,val_loss
0,9,,,1.201766014099121,,
0,19,,,0.9937358498573303,,
0,27,,,,0.5495495200157166,0.7817326188087463
0,27,0.5326576828956604,0.9049703478813171,,,
1,29,,,0.7289060354232788,,
1,39,,,1.3748764991760254,,
1,49,,,0.8228155374526978,,
1,55,,,,0.7432432174682617,0.5348641872406006
1,55,0.5743243098258972,0.9194726347923279,,,
2,59,,,0.6498804092407227,,
2,69,,,0.6628481149673462,,
2,79,,,1.1408522129058838,,
2,83,,,,0.7612612843513489,0.4974996745586395
2,83,0.6554054021835327,0.7500062584877014,,,
3,89,,,0.46519672870635986,,
3,99,,,0.42118126153945923,,
3,109,,,0.4662914276123047,,
3,111,,,,0.7702702879905701,0.5042094588279724
3,111,0.690315306186676,0.695742130279541,,,
4,119,,,0.895183265209198,,
4,129,,,1.0371216535568237,,
4,139,,,0.6013341546058655,,
4,139,,,,0.7747747898101807,0.47859567403793335
4,139,0.7308558821678162,0.6779022812843323,,,
5,149,,,0.6494247913360596,,
5,159,,,0.5665687322616577,,
5,167,,,,0.7702702879905701,0.478844553232193
5,167,0.7364864945411682,0.6284767389297485,,,
6,169,,,0.3957299292087555,,
6,179,,,0.7088549137115479,,
6,189,,,0.45926275849342346,,
6,195,,,,0.7522522807121277,0.5142631530761719
6,195,0.7635135054588318,0.5456263422966003,,,
7,199,,,0.4806889295578003,,
7,209,,,0.3576003909111023,,
7,219,,,0.6754058003425598,,
7,223,,,,0.792792797088623,0.43497005105018616
7,223,0.7353603839874268,0.5580229163169861,,,
8,229,,,0.3986881673336029,,
8,239,,,0.7056021094322205,,
8,249,,,0.3962498903274536,,
8,251,,,,0.8243243098258972,0.40808674693107605
8,251,0.7747747898101807,0.5363317131996155,,,
9,259,,,0.37135812640190125,,
9,269,,,0.32794368267059326,,
9,279,,,0.32837432622909546,,
9,279,,,,0.8198198080062866,0.39155900478363037
9,279,0.8108108043670654,0.44412800669670105,,,
10,289,,,0.5024667382240295,,
10,299,,,0.45842495560646057,,
10,307,,,,0.8288288116455078,0.37137940526008606
10,307,0.8074324131011963,0.4523293375968933,,,
11,309,,,0.22942298650741577,,
11,319,,,0.4400481879711151,,
11,329,,,0.33515068888664246,,
11,335,,,,0.869369387626648,0.3463267982006073
11,335,0.829954981803894,0.4380001127719879,,,
12,339,,,0.5164922475814819,,
12,349,,,0.33205607533454895,,
12,359,,,0.519474446773529,,
12,363,,,,0.8603603839874268,0.34469643235206604
12,363,0.8220720887184143,0.4274483621120453,,,
13,369,,,0.25443994998931885,,
13,379,,,0.3420473635196686,,
13,389,,,0.4961259663105011,,
13,391,,,,0.8648648858070374,0.3305923044681549
13,391,0.837837815284729,0.37273961305618286,,,
14,399,,,0.319557785987854,,
14,409,,,0.3545834422111511,,
14,419,,,0.46926772594451904,,
14,419,,,,0.8648648858070374,0.31816238164901733
14,419,0.8502252101898193,0.376220703125,,,
15,429,,,0.2563874125480652,,
15,439,,,0.30461037158966064,,
15,447,,,,0.8468468189239502,0.32506677508354187
15,447,0.8400900959968567,0.3586390018463135,,,
16,449,,,0.2521311938762665,,
16,459,,,0.3308224081993103,,
16,469,,,0.20222096145153046,,
16,475,,,,0.8558558821678162,0.29424262046813965
16,475,0.8761261105537415,0.3092859089374542,,,
17,479,,,0.32654520869255066,,
17,489,,,0.18791818618774414,,
17,499,,,0.33253344893455505,,
17,503,,,,0.8468468189239502,0.3380044102668762
17,503,0.8592342138290405,0.32350486516952515,,,
18,509,,,0.23432442545890808,,
18,519,,,0.4158703684806824,,
18,529,,,0.5818841457366943,,
18,531,,,,0.8648648858070374,0.30376923084259033
18,531,0.8716216087341309,0.3142326772212982,,,
19,539,,,0.3210391402244568,,
19,549,,,0.26802241802215576,,
19,559,,,0.3855896294116974,,
19,559,,,,0.8738738894462585,0.28695356845855713
19,559,0.8727477192878723,0.3214873671531677,,,
20,569,,,0.43589815497398376,,
20,579,,,0.7225950956344604,,
20,587,,,,0.8648648858070374,0.3155273199081421
20,587,0.8704954981803894,0.3547271192073822,,,
21,589,,,0.26077258586883545,,
21,599,,,0.4171937108039856,,
21,609,,,0.4574337303638458,,
21,615,,,,0.869369387626648,0.3130558133125305
21,615,0.8637387156486511,0.34176596999168396,,,
22,619,,,0.1332719922065735,,
22,629,,,0.2818217873573303,,
22,639,,,0.412442147731781,,
22,643,,,,0.8828828930854797,0.28914597630500793
22,643,0.8918918967247009,0.2901677191257477,,,
23,649,,,0.3549579083919525,,
23,659,,,0.3188561797142029,,
23,669,,,0.152350053191185,,
23,671,,,,0.869369387626648,0.3086070716381073
23,671,0.8840090036392212,0.30752861499786377,,,
24,679,,,0.36522772908210754,,
24,689,,,0.20560503005981445,,
24,699,,,0.4612877070903778,,
24,699,,,,0.869369387626648,0.26294374465942383
24,699,0.8637387156486511,0.30666881799697876,,,
25,709,,,0.22153142094612122,,
25,719,,,0.28843480348587036,,
25,727,,,,0.8918918967247009,0.276250422000885
25,727,0.8626126050949097,0.3415217697620392,,,
26,729,,,0.3197905719280243,,
26,739,,,0.4265933930873871,,
26,749,,,0.3723610043525696,,
26,755,,,,0.8828828930854797,0.30914539098739624
26,755,0.8727477192878723,0.2966037690639496,,,
27,759,,,0.3192891776561737,,
27,769,,,0.18755590915679932,,
27,779,,,0.20898284018039703,,
27,783,,,,0.869369387626648,0.3265199065208435
27,783,0.8817567825317383,0.30368348956108093,,,
28,789,,,0.2970180809497833,,
28,799,,,0.2715196907520294,,
28,809,,,0.13469554483890533,,
28,811,,,,0.8918918967247009,0.27971693873405457
28,811,0.8828828930854797,0.27773207426071167,,,
29,819,,,0.1639169156551361,,
29,829,,,0.2149934470653534,,
29,839,,,0.14913083612918854,,
29,839,,,,0.8918918967247009,0.25641247630119324
29,839,0.8997747898101807,0.2531028985977173,,,
30,849,,,0.11078411340713501,,
30,859,,,0.33816325664520264,,
30,867,,,,0.9009009003639221,0.23440709710121155
30,867,0.8873873949050903,0.3020961880683899,,,
31,869,,,0.1658650040626526,,
31,879,,,0.12833331525325775,,
31,889,,,0.29712140560150146,,
31,895,,,,0.8963963985443115,0.24847500026226044
31,895,0.9031531810760498,0.2581450045108795,,,
32,899,,,0.5668421387672424,,
32,909,,,0.27606096863746643,,
32,919,,,0.5782915949821472,,
32,923,,,,0.8873873949050903,0.27764779329299927
32,923,0.8817567825317383,0.3475783169269562,,,
33,929,,,0.36909914016723633,,
33,939,,,0.20619559288024902,,
33,949,,,0.22801567614078522,,
33,951,,,,0.869369387626648,0.32336094975471497
33,951,0.8862612843513489,0.27240195870399475,,,
34,959,,,0.1823921948671341,,
34,969,,,0.21132732927799225,,
34,979,,,0.2053728699684143,,
34,979,,,,0.8873873949050903,0.3121911585330963
34,979,0.9076576828956604,0.2148735076189041,,,
35,989,,,0.46189412474632263,,
35,999,,,0.3083788752555847,,
35,1007,,,,0.8873873949050903,0.2985003590583801
35,1007,0.9065315127372742,0.24999532103538513,,,
36,1009,,,0.3629050552845001,,
36,1019,,,0.24941934645175934,,
36,1029,,,0.13353697955608368,,
36,1035,,,,0.8738738894462585,0.2955063283443451
36,1035,0.9054054021835327,0.22262483835220337,,,
37,1039,,,0.2691081166267395,,
37,1049,,,0.27954748272895813,,
37,1059,,,0.1711033582687378,,
37,1063,,,,0.8738738894462585,0.2987141013145447
37,1063,0.9144144058227539,0.20177707076072693,,,
38,1069,,,0.17549002170562744,,
38,1079,,,0.1424197554588318,,
38,1089,,,0.1039644256234169,,
38,1091,,,,0.8873873949050903,0.27410537004470825
38,1091,0.9335585832595825,0.16712458431720734,,,
39,1099,,,0.24040356278419495,,
39,1109,,,0.039092596620321274,,
39,1119,,,0.0377473309636116,,
39,1119,,,,0.9009009003639221,0.27410244941711426
39,1119,0.9301801919937134,0.2019113302230835,,,
40,1129,,,0.13993193209171295,,
40,1139,,,0.26470261812210083,,
40,1147,,,,0.8918918967247009,0.3029221296310425
40,1147,0.9132882952690125,0.21142052114009857,,,
41,1149,,,0.19132648408412933,,
41,1159,,,0.12247347086668015,,
41,1169,,,0.10514367371797562,,
41,1175,,,,0.9009009003639221,0.24786637723445892
41,1175,0.9313063025474548,0.21566864848136902,,,
42,1179,,,0.1671016663312912,,
42,1189,,,0.41558146476745605,,
42,1199,,,0.06394224613904953,,
42,1203,,,,0.8873873949050903,0.27779093384742737
42,1203,0.9166666865348816,0.2166784703731537,,,
43,1209,,,0.17835135757923126,,
43,1219,,,0.11238715052604675,,
43,1229,,,0.1167282834649086,,
43,1231,,,,0.8963963985443115,0.2700110971927643
43,1231,0.9301801919937134,0.18117666244506836,,,
44,1239,,,0.03731396049261093,,
44,1249,,,0.3371741473674774,,
44,1259,,,0.2576489746570587,,
44,1259,,,,0.8738738894462585,0.31660667061805725
44,1259,0.9234234094619751,0.20410944521427155,,,
45,1269,,,0.23367299139499664,,
45,1279,,,0.1914762705564499,,
45,1287,,,,0.8963963985443115,0.2684718072414398
45,1287,0.9268018007278442,0.17222148180007935,,,
46,1289,,,0.07526116818189621,,
46,1299,,,0.16618986427783966,,
46,1309,,,0.1760239601135254,,
46,1315,,,,0.9009009003639221,0.2606535851955414
46,1315,0.9301801919937134,0.1806732565164566,,,
47,1319,,,0.08754846453666687,,
47,1329,,,0.045189015567302704,,
47,1339,,,0.26385053992271423,,
47,1343,,,,0.8963963985443115,0.2644041180610657
47,1343,0.9268018007278442,0.1777692586183548,,,
48,1349,,,0.09251382201910019,,
48,1359,,,0.274740070104599,,
48,1369,,,0.21041175723075867,,
48,1371,,,,0.9009009003639221,0.2667289972305298
48,1371,0.9234234094619751,0.20225562155246735,,,
49,1379,,,0.1687650978565216,,
49,1389,,,0.14857850968837738,,
49,1399,,,0.3092125952243805,,
49,1399,,,,0.8963963985443115,0.25940024852752686
49,1399,0.9358108043670654,0.15380239486694336,,,
50,1409,,,0.060171738266944885,,
50,1419,,,0.11191046983003616,,
50,1427,,,,0.8828828930854797,0.27656659483909607
50,1427,0.934684693813324,0.15708093345165253,,,
51,1429,,,0.10715164244174957,,
51,1439,,,0.10105721652507782,,
51,1449,,,0.1951238214969635,,
51,1455,,,,0.9009009003639221,0.25174325704574585
51,1455,0.9425675868988037,0.14545992016792297,,,
52,1459,,,0.2690703570842743,,
52,1469,,,0.2285318374633789,,
52,1479,,,0.10002852976322174,,
52,1483,,,,0.9054054021835327,0.2552362084388733
52,1483,0.9391891956329346,0.1578352153301239,,,
53,1489,,,0.13997897505760193,,
53,1499,,,0.17770697176456451,,
53,1509,,,0.4175371527671814,,
53,1511,,,,0.9234234094619751,0.2377677708864212
53,1511,0.9481981992721558,0.1565588116645813,,,
54,1519,,,0.21595440804958344,,
54,1529,,,0.1012592613697052,,
54,1539,,,0.18227867782115936,,
54,1539,,,,0.9144144058227539,0.24741730093955994
54,1539,0.9380630850791931,0.15979354083538055,,,
55,1549,,,0.19827789068222046,,
55,1559,,,0.05002103000879288,,
55,1567,,,,0.9189189076423645,0.24350111186504364
55,1567,0.9448198080062866,0.13750086724758148,,,
56,1569,,,0.1222497746348381,,
56,1579,,,0.08998409658670425,,
56,1589,,,0.13188321888446808,,
56,1595,,,,0.9144144058227539,0.23717980086803436
56,1595,0.9448198080062866,0.1497666984796524,,,
57,1599,,,0.1651519536972046,,
57,1609,,,0.11530270427465439,,
57,1619,,,0.29944899678230286,,
57,1623,,,,0.9144144058227539,0.23215660452842712
57,1623,0.9369369149208069,0.146102637052536,,,
58,1629,,,0.10115189850330353,,
58,1639,,,0.14115090668201447,,
58,1649,,,0.23312795162200928,,
58,1651,,,,0.9144144058227539,0.2433372139930725
58,1651,0.9391891956329346,0.13580836355686188,,,
